flex-shrink-0 href,el-image__inner src,text-xl,text-xl,flex href,ml-1,ml-2,flex-shrink-0 src,text-xs,mt-2,text-xs 2,text-xs href,text-xs 3,text-xs href 2,text-xs 4,text-xs href 3
ai-powered-landing-page-generator,170815812084886024.jpg,AIPage.dev,AIPage.dev,https://aipage.dev/,9，4 千米赛,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAb1BMVEXeKQ/eJg7hOw3dIw/gMA3/3gDfKg7gMw3gLA7iPwzjRwvpawj/4gDdIA7gOA3tfwfzogX3tQPlUwvkTQvnWgrrdgjxlwX4uQL8zgH+2QD90wDrcgfwkAbvhwb0qAT6xAL7ygHoZAv4vwP1rAPnZAi5d1rFAAABAUlEQVRIx+zSy3KDMAwF0Ot3DAbbvCG8kvT/v7HMJNDpzoZNFz0brSSNNBd/0k1RXEDrcSLxS/O9h9fGV7EDpB4Z3rQd7xki8XTl+GA8IfKGKLkbUoYdga4SHdxLKS2G3qmt8s85pVtrFvi5+tX6pxC9974p3k0qbZc7QtnOGCGE6V9Ftl+QfIEjECtbsRkmznCQiPAwwohWEhwIInBnhkWsD4YDVxETaLfYYu6a7PgpTS0NjoAsfJUxNc38J07PrlbB2a90BhCUCTne37iKIRQhvwogaUkTglO41gkjG5yT312T4zxl+7nEaTJPbZrhAiYVriH4971RMApGwSigJQAAXjQKuVnwknMAAAAASUVORK5CYII=,22.21%,使用 AI 轻松创建和自定义登录页面,AI登陆页面生成器,ai-landing-page-builder,AI网站设计师,ai-website-designer,,
flike,170839368877550249.jpg,AI Sales Co-Pilot,AI销售副驾驶,https://flike.app/,9，2 千米赛,1,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,17.14%,使用您自己的语言自动制作个性化的冷电子邮件,店员,sales-assistant,AI电子邮件助手,ai-email-assistant,AI电子邮件生成器,ai-email-generator
auto-blogging,170865842343197979.webp,Auto Blogging,自动博客,https://autoblogging.io/,9，1 千米,1,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,15.79%,使用自动博客自动创建和优化内容。,AI 内容生成器,ai-content-generator,AI SEO助手,ai-seo-assistant,,
prhive-public-relations-software,170696212853544509.jpg,PRHive,公关,https://prsoftware.ai/,9，0千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABEVBMVEXjIRb////jHxTjJBrlLCXjHhLjHxfiGw/nPjvjIhnjIRfhEQbmNCzkKSHkJiDiFgn//v7nODf/+fn+8fL609btbnLpSkvlLifkJR7+9fb96+374OP61dr5ztD3wcL1sLTxjJTtaWvsZmfrWVnnPj/jHRH/+/v74uT62Nv1rLDzpKTynKDxkJjxj5LwhY3tc3bsbG7pTlPoREXnPTblLC3jGQ7hEgz97vD75en73d/3wcb2vL32tLv1srf2tbTzp67yl5zylZXwjY7vg4fven7qWV7rXl3qVVfpSUXoRD7lMDDjIR/+9vf85uv50dH3xsz4ycf1s7HwiIjugIjvgoPudX3rYGPrYF7qV1LpUEzjIyTfLJ8tAAABsElEQVRIx+2VR3eCQBSFceiCEFQQe0Fi19iNLcYSW3pP/v8PyQyL5IgLSpIddznnfHfe3Pd4YJ48/bUAknuYInieJ1gduKIDzFWmNC5Vc1uCAo5xfFMv+AydDGZKgHSIC7kEYkPFVKk8TabkCHCGN6KQPg3P8z1OFKl1TSacGKg5hEcnLY407GiqpVD2cX8LFX+d7nR/0twLmJ/F7BVB1FHxSYY+PGbzEg4wGx5MHPKxZ850jJ9l8l2aFnALHF+hrt3uyCO+WJO2byurKCMZyAcfTNcDGsiFWHoYb6gWPH+BOn8pHmYa2WTTIXhesxwFfoKe/yiawsvE0LPOFZiqi/sx+DmU+3AoKrxup33Bqfn9up6NFyrpxDIALPJfo0LD0nH+4UVHem9a8Vi7CA36c85v4rNPEk3SLGs5f0ujAEU8NGClnd/e/DN3KIER8x0hoD7h/NteI7h2gwxSWo9GCNkVmgrlaPvkBkazy9qe43odeZaFoTky0IY+VEI8mRrdJ8avhNMFxjKNJHJAW2jBqMD5AlbbH3K1Un1ptgOkqw1OApWIEAJFgt/9fzx5+nd9ASSfJvJantjOAAAAAElFTkSuQmCC,13.99%,主动公关软件，可创建故事、思想领导力和媒体报道。,其他,other,,,,
wondera,170696219867078149.jpg,Wondera,旺达,https://www.wondera.io/,8，8千米赛,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAGFBMVEX///8AIJ/0KkL+9vd/jc4WMqf4fo30MUnLUNHNAAAAI0lEQVQ4y2MQhAFRBwYYYE5XggGFUQWjCkYVjCoYVTD4FQAAaEt346JPRcQAAAAASUVORK5CYII=,11.21%,带有您独特的 AI 声音的个性化音乐。,AI歌词生成器,ai-lyrics-generator,AI音乐生成器,ai-music-generator,AI 音频增强器,ai-audio-enhancer
ai-ml-api,170831840230195960.jpg,One API,一个 API,https://www.aimlapi.com/,8，8千米赛,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAASFBMVEXvKiwAKGj///8AHmHvJia+x9b+8fLyVl1LZ5MVOnTw8fT81Nf2kJbxR07vMTX+9/jx8vT83d+zvc/3pqs5V4jzbHMQNXHyWmJPo6utAAAAd0lEQVRIx+3USQ6AIAxA0bYgOM/D/W9qNCZEMIHYBZu+/V8ApeDRXUN1hYiqJGp7iJFeeukz9vrN63UMWM82uX45bAwYH7l+MFFAofHpU0ARmverX4sUoD7gTaUA5MneM8/PvX/u+3Pnjzv/3P+XfX9IL730v/sTS0gZklXX1JwAAAAASUVORK5CYII=,42.80%,通过单个 API 访问 100 多个 AI 模型，实现全天候创新。,大型语言模型 （LLM）,large-language-models-(llms),,,,
story-boards-ai,170839253066392287.jpg,story-boards.ai,story-boards.ai,https://www.story-boards.ai/,8，6 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAG1BMVEXOESb////l5eXr6+vOECXNDyTus7rpzM/qx8tKC6+0AAAANElEQVQ4y2MYBaNgsAEX/MCBIRQ/CGCoSMMHMgoYlAXxAWGFUQWjCuitQMkYHzACKsAPFADDblerqD3pBwAAAABJRU5ErkJggg==,15.24%,利用 AI 增强视觉叙事,人工智能故事写作,ai-story-writing,,,,
moaijobs,170900426379842813.webp,MoAiJobs,MoAiJobs（MoAiJobs）,https://www.moaijobs.com/,8，6 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAGFBMVEX/zgEAAADeHwD/1AHmTADKGwDcGQAgAwBJ+7sLAAAANUlEQVQ4y2MQxA8ERhUMJQXl+EEBQyh+EMCghB8ojCqgn4I0/CCBwQU/cGAwxg8MGEbBMAIAJpmFooxAK6IAAAAASUVORK5CYII=,14.10%,人工智能公司招聘网站,,,,,,
sora-depot,170865838065328763.webp,Sora Depot,空车厂,https://soradepot.com/,8，6 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAFVBMVEX90RbOESYAOJQAMphRaWxgKWLBEyyy4ACSAAAAMUlEQVQ4y2MYBaNg+AEX/MCBwRg/MGBQwg8URhVAFYTiBwEMafhBAoMgfiAwqoBIBQAkHmGTQlCOfAAAAABJRU5ErkJggg==,9.80%,通过 AI 生成的视频释放创造力。,AI博客作家,ai-blog-writer,AI 内容生成器,ai-content-generator,,
kardsai-instant-flashcards-mobile-app,170703612150671633.png,KardsAI,卡兹人工智能,https://www.kardsai.app/,8，4 千米赛,2,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,14.16%,用于即时学习的 AI 抽认卡应用程序。,AI教育助手,ai-education-assistant,,,,
toolbaz,170841404695351821.jpg,ToolBaz,工具巴兹,https://toolbaz.org/,8，2 千米赛,2,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,15.74%,用于 AI 写作、图像生成、画外音和聊天机器人的免费 AI 工具。,AI 内容生成器,ai-content-generator,写作助理,writing-assistants,一般写作,general-writing
gemini-apk-for-android-and-ios,170815810355842803.jpg,Gemini,双子座,https://geminiapk.com/,8，1 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABEVBMVEXjIRb////jHxTjJBrlLCXjHhLjHxfiGw/nPjvjIhnjIRfhEQbmNCzkKSHkJiDiFgn//v7nODf/+fn+8fL609btbnLpSkvlLifkJR7+9fb96+374OP61dr5ztD3wcL1sLTxjJTtaWvsZmfrWVnnPj/jHRH/+/v74uT62Nv1rLDzpKTynKDxkJjxj5LwhY3tc3bsbG7pTlPoREXnPTblLC3jGQ7hEgz97vD75en73d/3wcb2vL32tLv1srf2tbTzp67yl5zylZXwjY7vg4fven7qWV7rXl3qVVfpSUXoRD7lMDDjIR/+9vf85uv50dH3xsz4ycf1s7HwiIjugIjvgoPudX3rYGPrYF7qV1LpUEzjIyTfLJ8tAAABsElEQVRIx+2VR3eCQBSFceiCEFQQe0Fi19iNLcYSW3pP/v8PyQyL5IgLSpIddznnfHfe3Pd4YJ48/bUAknuYInieJ1gduKIDzFWmNC5Vc1uCAo5xfFMv+AydDGZKgHSIC7kEYkPFVKk8TabkCHCGN6KQPg3P8z1OFKl1TSacGKg5hEcnLY407GiqpVD2cX8LFX+d7nR/0twLmJ/F7BVB1FHxSYY+PGbzEg4wGx5MHPKxZ850jJ9l8l2aFnALHF+hrt3uyCO+WJO2byurKCMZyAcfTNcDGsiFWHoYb6gWPH+BOn8pHmYa2WTTIXhesxwFfoKe/yiawsvE0LPOFZiqi/sx+DmU+3AoKrxup33Bqfn9up6NFyrpxDIALPJfo0LD0nH+4UVHem9a8Vi7CA36c85v4rNPEk3SLGs5f0ujAEU8NGClnd/e/DN3KIER8x0hoD7h/NteI7h2gwxSWo9GCNkVmgrlaPvkBkazy9qe43odeZaFoTky0IY+VEI8mRrdJ8avhNMFxjKNJHJAW2jBqMD5AlbbH3K1Un1ptgOkqw1OApWIEAJFgt/9fzx5+nd9ASSfJvJantjOAAAAAElFTkSuQmCC,10.51%,谷歌的生成式人工智能聊天机器人。,AI聊天机器人,ai-chatbot,大型语言模型 （LLM）,large-language-models-(llms),AI照片和图像生成器,ai-photo-image-generator
ubdroid-ai-answer-engine,170900427378682342.webp,Ubdroid AI Answer Engine,Ubdroid AI 应答引擎,https://ubdroid.com/,8，1 千米赛,1,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABEVBMVEXjIRb////jHxTjJBrlLCXjHhLjHxfiGw/nPjvjIhnjIRfhEQbmNCzkKSHkJiDiFgn//v7nODf/+fn+8fL609btbnLpSkvlLifkJR7+9fb96+374OP61dr5ztD3wcL1sLTxjJTtaWvsZmfrWVnnPj/jHRH/+/v74uT62Nv1rLDzpKTynKDxkJjxj5LwhY3tc3bsbG7pTlPoREXnPTblLC3jGQ7hEgz97vD75en73d/3wcb2vL32tLv1srf2tbTzp67yl5zylZXwjY7vg4fven7qWV7rXl3qVVfpSUXoRD7lMDDjIR/+9vf85uv50dH3xsz4ycf1s7HwiIjugIjvgoPudX3rYGPrYF7qV1LpUEzjIyTfLJ8tAAABsElEQVRIx+2VR3eCQBSFceiCEFQQe0Fi19iNLcYSW3pP/v8PyQyL5IgLSpIddznnfHfe3Pd4YJ48/bUAknuYInieJ1gduKIDzFWmNC5Vc1uCAo5xfFMv+AydDGZKgHSIC7kEYkPFVKk8TabkCHCGN6KQPg3P8z1OFKl1TSacGKg5hEcnLY407GiqpVD2cX8LFX+d7nR/0twLmJ/F7BVB1FHxSYY+PGbzEg4wGx5MHPKxZ850jJ9l8l2aFnALHF+hrt3uyCO+WJO2byurKCMZyAcfTNcDGsiFWHoYb6gWPH+BOn8pHmYa2WTTIXhesxwFfoKe/yiawsvE0LPOFZiqi/sx+DmU+3AoKrxup33Bqfn9up6NFyrpxDIALPJfo0LD0nH+4UVHem9a8Vi7CA36c85v4rNPEk3SLGs5f0ujAEU8NGClnd/e/DN3KIER8x0hoD7h/NteI7h2gwxSWo9GCNkVmgrlaPvkBkazy9qe43odeZaFoTky0IY+VEI8mRrdJ8avhNMFxjKNJHJAW2jBqMD5AlbbH3K1Un1ptgOkqw1OApWIEAJFgt/9fzx5+nd9ASSfJvJantjOAAAAAElFTkSuQmCC,19.43%,免费利用开源 LLM 提供即时答案和无限知识。,,,,,,
la-terminal,170841401532608682.jpg,La Terminal,La Terminal（拉码头酒店）,https://la-terminal.net/,7，7 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAbFBMVEXOHSb80RfNGSb90xb91BbPICX4vxjQIyXYRiL5xRfSKyTVNyPUMCPYQiLkch7RJyXdWCDcUSDmeB3zrxn2txjXPCLfXh/nfR3yqBr4wRj6yxfaSyHqjBztlxvskhv91hbwohrjax7vnBrohRzl8A+BAAABJElEQVRIx+2Ty46EIBREvXKRRsAHvt+28///OKG7dUxmI7CZTDw7SCpVhWVw85+hjHrpxSBDH/tMKw99GOu1Zh56MfHGowDN22WrPOIn0VJkzD3+DMQUcI+PQKbKUh/upElEAIuMHjdX5LEaHi9UtgEA4WOu3hdDlV4IXTUl7yJD14Oh/5y64imDC0hdIhIDvCGGBYo6DS7B8rU32jPIZxVcpvriCCcIRokMLGD1CuTHvJ8G22//GPnRv9TCenusLnG3X5XT9smuLzLmsv0D3sShy/aB4GJKkEnY6k188+66BXQpIEcAjLRI1ciRcB1b6od2gfY1WPksEWdhWT/p+lHRz5w3KDI7PZvLpzz/kg21shdJfn6xtE5SO/+Y/jrf3Pw5vgGlww98bT1qDwAAAABJRU5ErkJggg==,15.57%,用于空间计算的全原生 SSH 终端,其他,other,,,,
lilac,170696220127715154.jpg,Lilac,紫丁香,https://lilacml.com/,7，7 千米赛,1,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,13.40%,用于提高数据质量和 AI 产品的开源工具。,AI 分析助手,ai-analytics-assistant,AI 知识库,ai-knowledge-base,AI知识图谱,ai-knowledge-graph
wholesum-food-calculator,170839246413168835.jpg,Wholesum,整体,https://www.wholesum.app/,7，6 千米赛,0,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,24.15%,简化小组菜单规划。,其他,other,,,,
extracta-ai,170899762459499047.png,Extracta.ai,Extracta.ai,https://www.extracta.ai/,7，2 千米赛,2,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAbFBMVEXOHSb80RfNGSb90xb91BbPICX4vxjQIyXYRiL5xRfSKyTVNyPUMCPYQiLkch7RJyXdWCDcUSDmeB3zrxn2txjXPCLfXh/nfR3yqBr4wRj6yxfaSyHqjBztlxvskhv91hbwohrjax7vnBrohRzl8A+BAAABJElEQVRIx+2Ty46EIBREvXKRRsAHvt+28///OKG7dUxmI7CZTDw7SCpVhWVw85+hjHrpxSBDH/tMKw99GOu1Zh56MfHGowDN22WrPOIn0VJkzD3+DMQUcI+PQKbKUh/upElEAIuMHjdX5LEaHi9UtgEA4WOu3hdDlV4IXTUl7yJD14Oh/5y64imDC0hdIhIDvCGGBYo6DS7B8rU32jPIZxVcpvriCCcIRokMLGD1CuTHvJ8G22//GPnRv9TCenusLnG3X5XT9smuLzLmsv0D3sShy/aB4GJKkEnY6k188+66BXQpIEcAjLRI1ciRcB1b6od2gfY1WPksEWdhWT/p+lHRz5w3KDI7PZvLpzz/kg21shdJfn6xtE5SO/+Y/jrf3Pw5vgGlww98bT1qDwAAAABJRU5ErkJggg==,23.23%,从任何非结构化文档中提取数据,AI文档提取,ai-document-extraction,AI图像扫描,ai-image-scanning,AI图像识别,ai-image-recognition
arro,170839361788022831.jpg,Arro,阿罗,https://www.arro.co/,7，1 千米赛,0,https://www.toolify.ai/2.6.3/img/GB.25b153a.png,52.90%,产品团队的 AI 驱动的研究助理。,写作助理,writing-assistants,AI 分析助手,ai-analytics-assistant,研究工具,research-tool
imaginario-ai,170722795279932915.jpg,Imaginario.ai,Imaginario.ai,https://www.imaginario.ai/,6，9 千米赛,1,https://www.toolify.ai/2.6.3/img/GB.25b153a.png,15.86%,使用 AI 增强您的视频库,AI短片生成器,ai-short-clips-generator,AI视频搜索,ai-video-search,AI社交媒体助手,ai-social-media-assistant
jobcopy-io,170774540446278870.jpg,Jobcopy,作业副本,https://www.jobcopy.io/,6，9 千米赛,3,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,23.05%,人工智能驱动的简历和求职信生成器。,简历生成器,ai-resume-builder,求职信生成器,ai-cover-letter-generator,,
guruart-face-swap,170839363594588434.jpg,ArtGuru Face Swap,ArtGuru 换脸,https://guruartfaceswap.com/,6，8 千米赛,0,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,13.99%,通过换脸转换普通照片。,AI换脸生成器,ai-face-swap-generator,,,,
ai-summary-generator,17090135257448087.webp,SummaryGenerator.io,SummaryGenerator.io,https://summarygenerator.io/,6，7 千米赛,3,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAbFBMVEXOHSb80RfNGSb90xb91BbPICX4vxjQIyXYRiL5xRfSKyTVNyPUMCPYQiLkch7RJyXdWCDcUSDmeB3zrxn2txjXPCLfXh/nfR3yqBr4wRj6yxfaSyHqjBztlxvskhv91hbwohrjax7vnBrohRzl8A+BAAABJElEQVRIx+2Ty46EIBREvXKRRsAHvt+28///OKG7dUxmI7CZTDw7SCpVhWVw85+hjHrpxSBDH/tMKw99GOu1Zh56MfHGowDN22WrPOIn0VJkzD3+DMQUcI+PQKbKUh/upElEAIuMHjdX5LEaHi9UtgEA4WOu3hdDlV4IXTUl7yJD14Oh/5y64imDC0hdIhIDvCGGBYo6DS7B8rU32jPIZxVcpvriCCcIRokMLGD1CuTHvJ8G22//GPnRv9TCenusLnG3X5XT9smuLzLmsv0D3sShy/aB4GJKkEnY6k188+66BXQpIEcAjLRI1ciRcB1b6od2gfY1WPksEWdhWT/p+lHRz5w3KDI7PZvLpzz/kg21shdJfn6xtE5SO/+Y/jrf3Pw5vgGlww98bT1qDwAAAABJRU5ErkJggg==,11.33%,一键总结文本,总结器,summarizer,大型语言模型 （LLM）,large-language-models-(llms),,
mondial3d-ai-3d-model-generator,170696219367340023.jpg,Mondial3D,Mondial3D的,https://www.mondial3d.com/,6，6 千米赛,2,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABEVBMVEXjIRb////jHxTjJBrlLCXjHhLjHxfiGw/nPjvjIhnjIRfhEQbmNCzkKSHkJiDiFgn//v7nODf/+fn+8fL609btbnLpSkvlLifkJR7+9fb96+374OP61dr5ztD3wcL1sLTxjJTtaWvsZmfrWVnnPj/jHRH/+/v74uT62Nv1rLDzpKTynKDxkJjxj5LwhY3tc3bsbG7pTlPoREXnPTblLC3jGQ7hEgz97vD75en73d/3wcb2vL32tLv1srf2tbTzp67yl5zylZXwjY7vg4fven7qWV7rXl3qVVfpSUXoRD7lMDDjIR/+9vf85uv50dH3xsz4ycf1s7HwiIjugIjvgoPudX3rYGPrYF7qV1LpUEzjIyTfLJ8tAAABsElEQVRIx+2VR3eCQBSFceiCEFQQe0Fi19iNLcYSW3pP/v8PyQyL5IgLSpIddznnfHfe3Pd4YJ48/bUAknuYInieJ1gduKIDzFWmNC5Vc1uCAo5xfFMv+AydDGZKgHSIC7kEYkPFVKk8TabkCHCGN6KQPg3P8z1OFKl1TSacGKg5hEcnLY407GiqpVD2cX8LFX+d7nR/0twLmJ/F7BVB1FHxSYY+PGbzEg4wGx5MHPKxZ850jJ9l8l2aFnALHF+hrt3uyCO+WJO2byurKCMZyAcfTNcDGsiFWHoYb6gWPH+BOn8pHmYa2WTTIXhesxwFfoKe/yiawsvE0LPOFZiqi/sx+DmU+3AoKrxup33Bqfn9up6NFyrpxDIALPJfo0LD0nH+4UVHem9a8Vi7CA36c85v4rNPEk3SLGs5f0ujAEU8NGClnd/e/DN3KIER8x0hoD7h/NteI7h2gwxSWo9GCNkVmgrlaPvkBkazy9qe43odeZaFoTky0IY+VEI8mRrdJ8avhNMFxjKNJHJAW2jBqMD5AlbbH3K1Un1ptgOkqw1OApWIEAJFgt/9fzx5+nd9ASSfJvJantjOAAAAAElFTkSuQmCC,19.72%,用 AI 的力量制作 3D 杰作。,AI 3D模型生成器,3d-model-generator,,,,
cleora-ai,170696217843960842.jpg,Cleora PRO,克莱奥拉专业版,https://cleora.ai/,6，3 千米赛,1,https://www.toolify.ai/2.6.3/img/US.bd559c2.png,100.00%,毫不费力地创建高质量的嵌入。,AI 分析助手,ai-analytics-assistant,,,,
augmend,170815808936416473.jpg,Augmend,奥格门德,https://www.augmend.com/,6，3 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAGFBMVEX///8AIJ/0KkL+9vd/jc4WMqf4fo30MUnLUNHNAAAAI0lEQVQ4y2MQhAFRBwYYYE5XggGFUQWjCkYVjCoYVTD4FQAAaEt346JPRcQAAAAASUVORK5CYII=,30.14%,具有AI辅助的屏幕录制和知识捕获工具。,AI 知识库,ai-knowledge-base,人工智能知识管理,ai-knowledge-management,AI视频录制,ai-video-recording
cloudverse-ai-1,170831844476421851.jpg,CloudVerse.AI,CloudVerse.AI,https://cloudverse.ai/,6，2 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAbFBMVEXOHSb80RfNGSb90xb91BbPICX4vxjQIyXYRiL5xRfSKyTVNyPUMCPYQiLkch7RJyXdWCDcUSDmeB3zrxn2txjXPCLfXh/nfR3yqBr4wRj6yxfaSyHqjBztlxvskhv91hbwohrjax7vnBrohRzl8A+BAAABJElEQVRIx+2Ty46EIBREvXKRRsAHvt+28///OKG7dUxmI7CZTDw7SCpVhWVw85+hjHrpxSBDH/tMKw99GOu1Zh56MfHGowDN22WrPOIn0VJkzD3+DMQUcI+PQKbKUh/upElEAIuMHjdX5LEaHi9UtgEA4WOu3hdDlV4IXTUl7yJD14Oh/5y64imDC0hdIhIDvCGGBYo6DS7B8rU32jPIZxVcpvriCCcIRokMLGD1CuTHvJ8G22//GPnRv9TCenusLnG3X5XT9smuLzLmsv0D3sShy/aB4GJKkEnY6k188+66BXQpIEcAjLRI1ciRcB1b6od2gfY1WPksEWdhWT/p+lHRz5w3KDI7PZvLpzz/kg21shdJfn6xtE5SO/+Y/jrf3Pw5vgGlww98bT1qDwAAAABJRU5ErkJggg==,20.26%,自动化多云成本管理。,其他,other,,,,
openaisora-video,170865835441701937.webp,OpenAI Sora,OpenAI 索拉,https://www.openaisora.video/,6，1千米赛,5,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAz1BMVEXeKRD//////f3dJAreJw7eJQz++PfdIgn//Pv98O798fDfLhX87Or639zfKxHdIQf64uDmYU7lWETgNyD75+T53Njysafuj4Lre2vdIAb98/H52tX30s730MrxrKLvnJDpcmHnZlPjSzb419L41dD3ycP0vLPpdGPkUz/jTjriSDLiRC7hQCrfMRn++vn99fT41tL2x8D1wrvztq3xqJ/wopfsh3nrgHHpdmfgNR3cGwHzt7DvlonsgnTpbl7oalnmXUnhPCTsiXvobFvtiXz+W07dAAAB7ElEQVRIx+2Ux3LjMBBE2SAIMeckiVk552gFh/3/b1qpXHvbA0nfXHr3xjRmpod78avhG5xSXy3odrC1hdrFizd53tdpTXlj6InAvlnX/MeSAEj4uuUvhMgMUlHvAepokL9S4NaoqNS/m/c+h/qnD1iG0RAaBi377fGNF3ieGneQ7kJEpDjHdLsLp3y5F4ybdpwM30/nHKoGaPbAxAPiBrNSi9AMGZEWrJ1PZNVE4gQAISIAse8IZfRHhicLeyO7KyFvteNo+Za5gJjoZZbOloHuhsEvTDcU+hoD0LubAFhWZhSzmJC0kOEpX3E22e4HWwYwkM7h8FnKwIBBWrrA9TyyPqaKwlsmQFbTpqHopeafiI9q7YUUDCd0nKw32eiQhqfSMaRKKolE6rQ1vxiNLc8j8fBs0AqrS603TVbjy2S2C84rtQ13JFTLDjctLNsZ+aZv+Oi2sNarhjdtm57EvJWzhKRBtPlq4euBEJCotclFaB2CoFHJfwh0IilSsQ/BwmyOpNIZau4gXi2zBXV6J2TtM/hV9PrYA+l2CVoHw4lEPLiU909PWQ9P5uonfdyRXgsQrQr9UwZrVZIlt59T+tjnU8AQz2iV9s3s43UwVL49C1xPziseQf7Jv5J0txe4H6CMKfcjKPfixf/4C/D+K0/VvQbmAAAAAElFTkSuQmCC,17.32%,尖端的文本到视频模型。,大型语言模型 （LLM）,large-language-models-(llms),文字转视频,text-to-video,AI视频生成器,ai-video-generator
munjiz,170831840287406316.jpg,Munjiz,蒙吉兹,https://www.munjiz.sa/,5，9 千米赛,0,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAAulBMVEUAAADOESb////VOkvNDSL23N8hISG5ubn///r+88T954b///z//vj//fT++un98Lb977P81jP81jAhISP/++7+99H+9Mj977D+76j97Jz932D93lr93E7/+d7/+cX97qz97KD96pf943L94GP++eP//Nb+99b+9c7/+cH+8b65t665tqm5tqf95oL94Gj83VT82UL82Dn81Cn//+f12dP12c311b+5tqj97KP96ZL96Iv95Xz95Hv80hySAW0dAAAA2klEQVRIx+3Sx5ICIRSFYcZJQEMTpnMO5qyTjO//WpYPIFbdXriQf3v4qlhc9NIt661/av/WLfTaLfR+p9+/H9OMeuawH+WOYTd7h2HuupwxmOf+iPcD33NJH+KdnJ4CEZYT0UqQHy510sQ0WakIQ7yfbNWmbs9rFTOAx6NWb1bxUa9VzSE+SHV2iKokU3sP4kmmG0GrXbqlMJ82E5lSEmYLF/R/Wob1chHJuIL4njckUpahECRnoPvFg6IYj4vB9+37/TQ2nf3P57Pp7Qfow9zXNcOObDbbw7oA3+QfCHuuGnAAAAAASUVORK5CYII=,27.81%,高效连接求职者和企业,人工智能招聘,ai-recruiting,AI面试助理,ai-interview-assistant,简历生成器,ai-resume-builder
