flex-shrink-0 href,el-image__inner src,text-xl,text-xl,flex href,ml-1,flex-shrink-0 src,text-xs,ml-2,mt-2,text-xs 2,text-xs href,text-xs 3,text-xs href 2,text-xs 4,text-xs href 3
otherweb,168249061033865453.jpg,Otherweb,其他网络,https://otherweb.com/,124.1千米,US.bd559c2.png,96.72%,4,第一个以信息为中心的新闻、网络搜索和播客平台。,人工智能搜索引擎,ai-search-engine,,,,
wonsultingai,168264896522388278.jpg,Wonsulting,Wonsulting,https://wonsulting.com/,123，9千米赛,US.bd559c2.png,39.34%,5,Wonsulting 通过辅导和资源帮助非传统求职者找到理想的工作。,AI产品描述生成器,ai-product-description-generator,人工智能招聘,ai-recruiting,简历生成器,ai-resume-builder
longshot-ai,168267278506345437.jpg,LongShot AI,LongShot 人工智能,https://longshot.ai/?deal=toolify79,123.3千米,US.bd559c2.png,16.92%,18,LongShot AI 使用生成式 AI 来帮助创建高质量、经过事实核查的博客。,AI产品描述生成器,ai-product-description-generator,AI 内容生成器,ai-content-generator,AI博客作家,ai-blog-writer
hirequotient,168248064788474434.jpg,HireQuotient,HireQuotient （英语：HireQuotient）,https://hirequotient.com/,102，4千米赛,US.bd559c2.png,12.63%,3,HireQuotient 是一个非技术招聘平台，可自动执行整个招聘流程。,AI咨询助理,ai-consulting-assistant,人工智能招聘,ai-recruiting,,
zeda-io,16824181166862796.jpg,Zeda.io,Zeda.io,https://zeda.io/,93，4 千米赛,US.bd559c2.png,44.77%,4,产品团队的超级应用程序。高效规划、构建和迭代产品。,AI产品描述生成器,ai-product-description-generator,AI路线图生成器,ai-roadmap-generator,AI 工作流管理,ai-workflow-management
sembly-ai,168266211637596795.jpg,Sembly AI,智能人工智能,https://www.sembly.ai/,93，2千米,US.bd559c2.png,23.41%,3,Sembly AI 是一个智能助手，可以记录和总结会议。,AI会议助手,ai-meeting-assistant,AI产品描述生成器,ai-product-description-generator,转录,transcription
mini-course-generator,168249119666150216.png,Mini Course Generator,迷你课程生成器,https://minicoursegenerator.com/,91，7千米赛,US.bd559c2.png,33.49%,6,迷你课程生成器使用 AI-Assistant 简化课程创建并节省时间。,人工智能课程,ai-course,AI 内容生成器,ai-content-generator,AI产品描述生成器,ai-product-description-generator
stablecog,168267020821674739.jpg,Stablecog | AI Image Generator,稳定齿轮 |AI图像生成器,https://stablecog.com/,90，2千米,US.bd559c2.png,33.57%,16,简单、免费和开源的工具，用于人工智能生成的图像。,AI艺术生成器,ai-art-generator,AI视频生成器,ai-video-generator,图像到图像,image-to-image
vowel,16824901598787648.jpg,Vowel,元音,https://www.vowel.com/,86，8千米,US.bd559c2.png,16.60%,7,使用 AI 生成的会议摘要进行视频会议。,AI产品描述生成器,ai-product-description-generator,AI短片生成器,ai-short-clips-generator,AI视频录制,ai-video-recording
formx-ai,168129641555964285.jpg,FormX.ai - Form and Document Extractor with AI,FormX.ai - 带有 AI 的表单和文档提取器,https://www.formx.ai/,84，4 千米赛,US.bd559c2.png,10.16%,6,FormX.ai 使用 AI 将物理文档转换为数字数据。,AI文档提取,ai-document-extraction,AI内容检测器,ai-content-detector,AI探测器,ai-detector-1
complycube,168249399279682404.png,ComplyCube,ComplyCube,https://www.complycube.com/,76，6 千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAD1BMVEXMHAD////++Pj219bQKRwMYXfgAAAAHklEQVQ4y2NAACdBGBBGEh1VMKpgVMGoglEFg18BAKJNKdfg2cFYAAAAAElFTkSuQmCC,3.86%,1,ComplyCube 是一个顶级 SaaS 平台，提供快速准确的客户身份验证。,AI API 设计,ai-api-design,AI产品描述生成器,ai-product-description-generator,AI 工具目录,ai-tools-directory
jeda-ai-ai-workspace-canvas,168113972553474096.jpg,Jeda.ai,Jeda.ai,https://www.jeda.ai/,75，4 千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAElBMVEXYHQX////53d/1x8rfRTPdPiy8j0XhAAAALElEQVQ4y2MYBcMJuOAHDgxK+IECgyB+IDCqYBApMMYPDBhC8YMAhlEwjAAAEZ05RnEJpuIAAAAASUVORK5CYII=,15.18%,7,Jeda.ai 是一个生成式 AI 工作区，可实现即时生产力和实时协作。,AI 内容生成器,ai-content-generator,AI 生产力工具,ai-productivity-tools,AI演示生成器,ai-presentation-generator
avoma-ai-meeting-assistant,168248921571098072.jpg,Avoma,阿沃玛,https://www.avoma.com/,72，2千米,US.bd559c2.png,56.13%,5,Avoma 是一个 AI 助手，可以转录、总结和分析会议以获得可操作的见解。,AI会议助手,ai-meeting-assistant,AI产品描述生成器,ai-product-description-generator,店员,sales-assistant
outranking,168258944413573309.jpg,Outranking,排名靠前,https://www.outranking.io/?via=toolify,71，1千米赛,US.bd559c2.png,16.43%,1,Outranking 是一款人工智能驱动的 SEO 软件，可帮助企业创建高质量的、推动流量的内容。,AI 内容生成器,ai-content-generator,AI SEO助手,ai-seo-assistant,AI博客作家,ai-blog-writer
pixcleaner-remove-background,168267041084285192.jpg,PixCleaner,像素清洁剂,https://www.pixcleaner.com/,70，0千米,PH.f27d30f.png,9.65%,5,PixCleaner 是一款免费的在线工具，它使用 AI 从图像中删除背景并增强产品照片。,AI背景去除器,ai-background-remover,照片和图像编辑器,photo-image-editor,AI背景生成器,ai-background-generator
ai-review-reply-assistant,168266144854423858.jpg,AI Review Response Generator,AI Review 响应生成器,https://www.mara-solutions.com/,68，7 千米赛,US.bd559c2.png,9.39%,0,AI Review Response Generator 为企业生成对客户评论的个性化响应。,AI回复助手,ai-reply-assistant,AI 内容生成器,ai-content-generator,AI 响应生成器,ai-response-generator
avionero,168241796797553399.jpg,Avionero,阿维奥内罗,http://www.avionero.com/,62，3 千米,US.bd559c2.png,16.49%,1,Avionero 是一个旅游网站，提供廉价机票和酒店。,AI旅行规划师,ai-trip-planner,AI产品描述生成器,ai-product-description-generator,人工智能搜索引擎,ai-search-engine
kive,168258028615256660.jpg,Kive,基维,https://kive.ai/,61，3 千米赛,US.bd559c2.png,28.17%,5,Kive 是一个用于创意资产管理、灵感和协作的 AI 平台。,AI演示生成器,ai-presentation-generator,,,,
remotebase,168248069979374027.jpg,Remotebase,远程基地,https://remotebase.com/,59，8千米,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,35.75%,3,前 1% 的软件工程人才可立即招聘。,人工智能招聘,ai-recruiting,AI项目管理,ai-project-management,,
prompt-genie,168266276523511201.jpg,Prompt Genie,提示精灵,https://prompt-genie.com/,59，0千米赛,US.bd559c2.png,14.96%,5,人工智能驱动的工具 Prompt Genie 通过改进提示和取得卓越的结果来提升 ChatGPT。,AI 内容生成器,ai-content-generator,提示,prompt-1,,
juice-ai,16824937602973947.png,Juice.ai,Juice.ai,https://juice.ai/,58，4 千米赛,US.bd559c2.png,12.13%,2,Juice.ai 是一个内容营销平台，可通过自动化提高网站知名度和流量。,AI广告助手,advertising-assistant,AI 内容生成器,ai-content-generator,AI SEO助手,ai-seo-assistant
ai-powered-document-analysis-platform,168266661753191746.jpg,Petal,花瓣,https://www.petal.org/,55，4 千米赛,GB.25b153a.png,16.22%,5,用于文档分析、聊天、协作和内容创建的 AI 平台。,AI 文档助手,ai-documents-assistant,人工智能知识管理,ai-knowledge-management,AI产品描述生成器,ai-product-description-generator
beagle-security,168249360928689281.png,Beagle Security,比格犬安全,https://beaglesecurity.com/,51，9千米赛,US.bd559c2.png,11.56%,1,Beagle Security 可识别漏洞并提供补救措施来保护 Web 应用程序和 API。,AI广告助手,advertising-assistant,AI API 设计,ai-api-design,AI产品描述生成器,ai-product-description-generator
hubtype,168248183819961783.jpg,https://www.hubtype.com,https://www.hubtype.com,http://hubtype.com/,50，3 千米,AG.073e361.png,7.47%,3,Hubtype 通过对话式应用程序平台提供先进的自动化客户服务。,AI客服助理,ai-customer-service-assistant,AI聊天机器人,ai-chatbot,,
quizbot-ai,168052168704188111.jpg,QuizBot.ai,QuizBot.ai,https://quizbot.ai/,49，9千米赛,US.bd559c2.png,21.96%,4,用于创建高质量问题的高级 AI 工具。,AI 测验,ai-quizzes,AI教育助手,ai-education-assistant,AI内容检测器,ai-content-detector
keyword-insights,168248911982638310.jpg,Keyword Insights,关键字洞察,https://www.keywordinsights.ai/?via=toolify,48，9 千米赛,US.bd559c2.png,13.31%,3,摘要：人工智能驱动的关键词洞察可帮助用户毫不费力地在内容营销和搜索引擎优化方面表现出色。,AI SEO助手,ai-seo-assistant,AI广告助手,advertising-assistant,AI 内容生成器,ai-content-generator
soaster-growth-your-twitter-account,168267014619027049.jpg,https://www.soaster.com,https://www.soaster.com,https://www.soaster.com/,48，1千米赛,US.bd559c2.png,17.92%,3,Soaster 是一款功能强大的 Twitter 管理工具，用于优化参与度和增长。,AI广告助手,advertising-assistant,AI Twitter 助手,ai-twitter-assistant,AI产品描述生成器,ai-product-description-generator
zipchat-ai,168088808157289206.jpg,Zipchat?,Zipchat?的,https://zipchat.ai/,47，1 千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAGFBMVEX///8AIJ/0KkL+9vd/jc4WMqf4fo30MUnLUNHNAAAAI0lEQVQ4y2MQhAFRBwYYYE5XggGFUQWjCkYVjCoYVTD4FQAAaEt346JPRcQAAAAASUVORK5CYII=,22.44%,9,ZipChat 是一款人工智能驱动的聊天机器人，可促进电子商务销售并降低成本。,电子商务助理,e-commerce-assistant,AI聊天机器人,ai-chatbot,AI广告助手,advertising-assistant
trickle,168248967325488568.jpg,Trickle,滴,https://www.trickle.so/,44，6千米,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,15.34%,3,通过 AI 驱动的知识管理促进团队协作。,AI产品描述生成器,ai-product-description-generator,人工智能知识管理,ai-knowledge-management,AI广告助手,advertising-assistant
saga-ai,168122456032029537.jpg,Saga - AI Workspace for your Notes， Docs， and Tasks,Saga - 用于笔记、文档和任务的 AI 工作区,https://saga.so/,43，1千米赛,US.bd559c2.png,7.57%,10,Saga 是一个 AI 驱动的工作区，可帮助个人和团队组织和管理知识。,AI 笔记助手,ai-notes-assistant,AI产品描述生成器,ai-product-description-generator,人工智能知识管理,ai-knowledge-management
imagga,168248890925355090.jpg,Imagga,伊马加,http://imagga.com/,42，2 千米,US.bd559c2.png,9.10%,1,Imagga 是一个 API，为标记、分类、搜索和审核提供图像识别解决方案。,AI图像识别,ai-image-recognition,AI广告助手,advertising-assistant,AI API 设计,ai-api-design
questai,168267213286230679.jpg,Quest,寻求,https://quest.ai/,41，9 千米赛,AF.f76e80b.png,5.42%,7,从 Figma 设计生成干净、可扩展的 React 组件，无需使用 Quest 进行手动编码。,AI 应用程序生成器,ai-app-builder,AI 代码助手,ai-code-assistant,AI代码生成器,ai-code-generator
sivi-ai,16826496185682356.jpg,Sivi AI - Generate Instant Designs,Sivi AI - 生成即时设计,https://sivi.ai/,41，3 千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,7.00%,6,Sivi 是一种 AI，可以快速从文本创建图形设计。,AI广告生成器,ai-ad-generator,AI设计生成器,ai-design-generator,AI平面设计,ai-graphic-design
pitch-n-hire-applicant-tracking-software,168248190445778706.jpg,Pitch N Hire,Pitch N Hire（音高租）,https://www.pitchnhire.com/,39，6千米,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABIFBMVEX/mTMTiAj/////ly8PhgT/qlc3mC3M4cn/7+Pd3enS0uJ/gK56e6v+/v/5+fzAwNe8vNSqq8mVlryUlLr/sFr8/P3v7/Xj4+7Z2ebW1+bU1OPOz+DMzN/Jydyyss+np8eio8Q4my709Pjg3+vLyt3Hxtq5udKfocONjreIirSChbB7f69vcKVPUpPm5/D/8OT/8OPCwtivss6trszN48uensCKjbWFhrOar6t3eKhzdahycqZqaqJpa6FaXZk7QIf/rFg8njH29/rh5O/a2ej36N7z49q0ttDg0M/aysvK3sjH28bKusHGtr/Bsr2YmL2Ymry2zLuQj7qxxriOkLeht65tbaNkZJ9iY5xTWZhISo1FR4wqMH0SGm87njA3mC7xBW5xAAABI0lEQVRIx+3S1W7DMBiGYa/bujkMC3MxDZSZO2ZmvP+7mHYBjuTmcHmOv1e/ZBlkMpn1baYDthMs9/4skyZgF6nRPD67ur48PWo00SOQQ2I0d/wWz8P2AY0eoft9djSy1aLZi/o6g98zJcrX6nqJgFbgQxq7Vx4DU604rsOpFZKXcXvJDKt6RZxMqWrZEPoQty9wAmf2nt8XMcXrTo2gMXvZFi1DfP38WkQuPBmUGdz77G1L48fxx5y0ix38+5IRVg85gZqQrkUIfhH7/esCWYYs7/At2KHaBexeIsiAkFVDU1hKVNb4f0yJnN1YBFebiVBK6JFoxR5MX6J7Vs6hgR207sXDcPh0d95N2IA82o/nrVbfnpdPALbSARvpZH3W/+f+F5dDMB22cvV8AAAAAElFTkSuQmCC,13.19%,3,Pitch N Hire 是一款人工智能软件，可使用高级工具简化招聘流程。,人工智能招聘,ai-recruiting,AI CRM助手,ai-crm-assistant,,
humantic-ai,168258291237629350.jpg,Humantic AI,人文人工智能,https://humantic.ai/,38，7 千米赛,US.bd559c2.png,9.23%,0,Humantic AI 是一个使用个性 AI 帮助销售团队个性化互动并更好地了解买家的平台。,店员,sales-assistant,AI产品描述生成器,ai-product-description-generator,AI广告助手,advertising-assistant
graphite-note,168258132948237241.jpg,Graphite Note,石墨笔记,https://graphite-note.com/,38，7 千米赛,US.bd559c2.png,11.43%,2,Graphite Note 是一个用户友好的机器学习平台，可快速获得业务洞察。,AI 分析助手,ai-analytics-assistant,无代码&低代码,no-code-low-code,AI产品描述生成器,ai-product-description-generator
theneo,168248887926531653.jpg,Theneo,泰尼奥,https://theneo.io/,38，1 千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAABRFBMVEUANa3////cIh3bGxbbHhneMSz+/Pz75ub64N/sjIrnZ2TlXVkANK/fJR4ANbNnMW/vnZvmZWHbIBoAMrD/0QAAMLL/1QD++vn529r40tHzs7LxoqHbGhXfOTQEN6sALrQAMq0BNawRP6EWQp4nTJNZa3AzX8AHOakMPKUtMI/5/v8fSJi7qC01VYg+W4Jlc2eKiU+snjfxyQkAK7caRZo5WIVDXn9GYHxTZ3Rdbm1xel+RjUqdlULVHh3cHxj1zAf/1wAwUoxNY3h8gVeUj0ehmD+zojLTth3buxjfvRXjwBLrxQ390QFueGJ5fluChFTYuRr5zgQxSqovP57qm5stNJRsdmPgZGPZNTS2pTDDrCjFribWJCPPsyD39Pjy1tnxztAzV7YyVbTsr7IxT67pn6GCR3hmL26YkUXgOTTQtCDVGxru4DWZAAACQElEQVRIx8XUZ3PUMBAG4E1IqKLqJLp9bthgX7GvF7jee4BAEkLv/P/vYOOzD11gfCNm8nyyZ/TOSuu1YAPo4att1v/OY9GF/5J//GSHAX8gUmLasTutpIFgXfzjhzssWIFw0qrVncPqbDZRBbSef/Boi7UaF1q1ei2tYpEQUAwASUVIkKLmEaQpHRQI+b0VJUnkFDYSwkp+79k1FgSINqajnAguSSf61Gy0M6mCiPSwfz/uscLySp/SCfFPkstlSm3toGHJRiGLVvp/gxGW36e0JyN/pdGq5OdH/eNqwc7joMTTF9dZ4Ye3aD0tgkeXsFAdjGKxWG/QFCP1DytzutD87ctapVp14zFqVdrThBAhrw6pkyTLN6NpxzzDVkNCy/rv395mBXlzQJ08WfYyn+4vvLzT1VRhef7nL3dZQW/kHh2XRP85nyqVHW//XW1SaggR5p/YtP7Vry9IGdmyRrHx+LBXyiBdCup/u89YGZ9fh81if6VZKeaO7e/djtouQnD+d29uscL5MY4oTWPkPQsJJVMuF22zq6BcFkWaf5J06EITvcUSwnJZT8zEYoFgKfz+r2+yIERSNVorCwR5ZJUoRay7zY8wfx7c7Nep1VR0wciaMgIpC0ja5P4hZmVO6fCgk06pyA2AL8L/48FESWj7qaQZx7AuvvfpLgsYCLuYwv/q/5XoyEn5q9F9+XzC/XV5E9tr4AwfuMQHzvKBLT5wjg/s8oFtPtz583x4+8+dv8iHe/53+MAFPqfef878T0ztgrYhx6wOAAAAAElFTkSuQmCC,34.78%,4,Theneo 是一种 AI 驱动的工具，可简化 API 文档和集成过程。,AI API 设计,ai-api-design,AI 开发人员文档,ai-developer-docs,AI产品描述生成器,ai-product-description-generator
adereso,168241659297899129.jpg,Adereso,阿德雷索,https://www.adere.so/,37，3 千米赛,MX.9be85b0.png,11.61%,0,Adereso 是一款可帮助企业在一个地方管理多个客户服务平台的软件。,AI客服助理,ai-customer-service-assistant,AI广告助手,advertising-assistant,AI聊天机器人,ai-chatbot
standuply-poll-survey-scrum-bot,168267234786943849.jpg,Standuply,站立式,http://standuply.com/,37，2千米,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtCAMAAAAun0N9AAAByFBMVEUAALPjIRD32QD32gD63AAAALYqJZeplTvjHxDlLg7uhQf20wH52gDy1QD01gCchwfNswPv0wDs0ADfxgBxXSltUR9pUB5dRR5fSBevVxWmUBV8ZBRBMRJwYRDEpwemjweymQarlAXTtgPFrQItZmg8aWY5aVhPc1FviDN+WyN2VCB6XRqWVhpvWBlPQRhiSxdTPBczOxZbSRNAPxOqOhOYfRK9WRJYRhJuWxFoVBGIcRB0YQ6lVA2FcQyqkAuTfguvlwmmagiznwa2nQa2lwXQtgPKsAPOqgPozgH22ADjyQDcwADTvQDVuwDVugAPXIo0bHArYmJOb1ZWbk9YZEhhg0JvgUJniEBmZz5/gTdQbDZdZTJ2jzBgeCuUkiicriWMjCWCWiKGlSChUyCaTx5fTB6Cjhy0UhxlTByySRyoWBnARRiRdBesUhefkBV5TRW8QBWlLhU5KBWsnRSGbBSSmBKkRBFFNRGpTBDHzg+2mQ99YA+wVQ99dg5aWw1KRw2jiwyrYQxlUwxjTwyIdwt4dAp4YgqDUgqehAluTQmFSAmhigeVfweregazeQbUrwXGkwW2gQWxkgSQhwSsnQO/ogLmyQH83ABtUhSYAAABaklEQVRIx+3URVMDQRAFYGAGn924O8ET4q5EiCe4u7u7u7v/XXIGLrMUB6j0/as3NV39sr5Mbl4+zPlmQHFRYUH258n4jP+3HgAEfuKZrBgDAGoeIAgjiu0VKQEhRBTy6dchIjRTtUW8KeRMhOth3K1zsCJmlRTJ+Vp5Dran25esNL/TQPNLxOs0AmD7I/G8YFYoFArUOjGNxPYlIt7ItMnlWluYrObLcD0glSLusGXHtLhhGR/kehhRPA9ZpxqOWnArvX86nKriehMMgOUR49k42lFW3r/ZWtrMnjhJkJjvj77sa1oaGiuHyuvL2DW1BML9v7o9fXdl79hqV2kT264gAbaXGHcHKtp7KtrmHOl8/P1J9Me+YF/n8uPdhc2Dn093X149BFQcc9h3fibDzgesZElQJuLxtAev4VSSAPj3+x67MXCq+U4ltftNC2bAZvXGSUC1fxBMKZkQUO9PACH6w/2d8Rn/y/4Dy4BPGVQE43YAAAAASUVORK5CYII=,12.65%,1,Standuply：虚拟助手，自动化敏捷流程并促进团队沟通。,AI产品描述生成器,ai-product-description-generator,AI 工作流管理,ai-workflow-management,人工智能表格和调查,ai-forms-surveys
dashworks-ai,16826683733377443.jpg,Dashworks,达世工厂,https://www.dashworks.ai/,37，1千米赛,US.bd559c2.png,12.96%,3,Dashworks 是一个知识助手，可为公司中的用户提供对信息的轻松访问。,AI产品描述生成器,ai-product-description-generator,人工智能搜索引擎,ai-search-engine,AI聊天机器人,ai-chatbot
speechflow-advanced-speech-to-text-api,168249519438868315.png,SpeechFlow,语音流,https://speechflow.io/,36，6千米赛,data:image/png;base64，iVBORw0KGgoAAAANSUhEUgAAAD8AAAAtBAMAAADrb658AAAAG1BMVEXOESb////l5eXr6+vOECXNDyTus7rpzM/qx8tKC6+0AAAANElEQVQ4y2MYBaNgsAEX/MCBIRQ/CGCoSMMHMgoYlAXxAWGFUQWjCuitQMkYHzACKsAPFADDblerqD3pBwAAAABJRU5ErkJggg==,4.99%,7,摘要：SpeechFlow 是一个强大的 API，可以准确地将语音转换为多种语言的文本。,AI语音识别,ai-speech-recognition,语音转文本,speech-to-text,转录,transcription
charma,168267226277776811.jpg,Charma,查尔马,https://www.charma.com/,36，5 千米赛,US.bd559c2.png,13.31%,4,用于管理人员的 AI 工具包。,AI产品描述生成器,ai-product-description-generator,AI任务管理,ai-task-management,AI 工作流管理,ai-workflow-management
silly-robot-cards,16815693751608942.jpg,Silly Robot Cards,傻傻的机器人卡,https://www.sillyrobotcards.com/,35，2 千米,US.bd559c2.png,5.16%,6,使用 Silly Robot Cards 将您的照片变成独特且个性化的贺卡。,AI产品描述生成器,ai-product-description-generator,AI广告助手,advertising-assistant,,
creatosaurus,16824914464629595.png,Creatosaurus,Creatosaurus （十字龙）,https://www.creatosaurus.io/,34，2千米,US.bd559c2.png,13.86%,9,用于扩展讲故事的多合一创意和营销平台。,AI社交媒体助手,ai-social-media-assistant,AI 分析助手,ai-analytics-assistant,AI平面设计,ai-graphic-design
conceptdrop,168241861490478936.jpg,ConceptDrop,概念Drop,http://conceptdrop.com/,33，8 千米赛,AG.073e361.png,7.17%,0,ConceptDrop 使用 AI 将营销团队与平面设计项目的自由职业者相匹配。,AI平面设计,ai-graphic-design,AI演示生成器,ai-presentation-generator,设计助理,design-assistant
zentask-ai,16825824712095000.jpg,Zentask,禅宗任务,https://zentask.ai/,32，6千米赛,EC.eae4d81.png,21.91%,2,Zentask 为博客和企业提供 AI 驱动的内容，以提升数字形象。,AI 内容生成器,ai-content-generator,AI 工具目录,ai-tools-directory,,
markopolo-ai,168258174996360530.jpg,Markopolo,马科波罗,https://app.markopolo.ai/signup?referrer=TOOLIFY25,31，7 千米赛,US.bd559c2.png,7.66%,4,Markopolo 是一个电子商务增长平台，可帮助企业跨设备和平台跟踪和个性化消费者营销，其独特的 MarkTag 功能重新吸引失去的受众并增加收入。,AI广告助手,advertising-assistant,AI 广告创意助手,ai-ad-creative-assistant,AI广告生成器,ai-ad-generator
